="",="(1)",=""
="",="marevm",=""
="1._at # 本人学歴（ref:中学・高校）",="0.0217",="(1.11)"
="1._at # 短大・高専・専門",="0.0318",="(0.92)"
="1._at # 四大以上",="0.139",="(0.59)"
="2._at # 本人学歴（ref:中学・高校）",="0.0324",="(1.36)"
="2._at # 短大・高専・専門",="0.0562",="(1.16)"
="2._at # 四大以上",="0.214",="(0.78)"
="3._at # 本人学歴（ref:中学・高校）",="0.0467",="(1.69)"
="3._at # 短大・高専・専門",="0.0920",="(1.52)"
="3._at # 四大以上",="0.306",="(1.09)"
="4._at # 本人学歴（ref:中学・高校）",="0.0647",="(2.15)"
="4._at # 短大・高専・専門",="0.140",="(2.04)"
="4._at # 四大以上",="0.405",="(1.59)"
="5._at # 本人学歴（ref:中学・高校）",="0.0866",="(2.80)"
="5._at # 短大・高専・専門",="0.197",="(2.85)"
="5._at # 四大以上",="0.501",="(2.42)"
="6._at # 本人学歴（ref:中学・高校）",="0.112",="(3.67)"
="6._at # 短大・高専・専門",="0.260",="(4.10)"
="6._at # 四大以上",="0.586",="(3.77)"
="7._at # 本人学歴（ref:中学・高校）",="0.141",="(4.75)"
="7._at # 短大・高専・専門",="0.323",="(5.95)"
="7._at # 四大以上",="0.655",="(5.91)"
="8._at # 本人学歴（ref:中学・高校）",="0.171",="(5.78)"
="8._at # 短大・高専・専門",="0.382",="(8.24)"
="8._at # 四大以上",="0.708",="(8.97)"
="9._at # 本人学歴（ref:中学・高校）",="0.203",="(6.42)"
="9._at # 短大・高専・専門",="0.434",="(10.12)"
="9._at # 四大以上",="0.748",="(12.71)"
="10._at # 本人学歴（ref:中学・高校）",="0.236",="(6.58)"
="10._at # 短大・高専・専門",="0.476",="(10.88)"
="10._at # 四大以上",="0.778",="(16.05)"
="11._at # 本人学歴（ref:中学・高校）",="0.267",="(6.51)"
="11._at # 短大・高専・専門",="0.508",="(10.85)"
="11._at # 四大以上",="0.801",="(17.76)"
="12._at # 本人学歴（ref:中学・高校）",="0.296",="(6.39)"
="12._at # 短大・高専・専門",="0.529",="(10.52)"
="12._at # 四大以上",="0.818",="(17.96)"
="13._at # 本人学歴（ref:中学・高校）",="0.322",="(6.26)"
="13._at # 短大・高専・専門",="0.540",="(10.04)"
="13._at # 四大以上",="0.831",="(17.58)"
="14._at # 本人学歴（ref:中学・高校）",="0.344",="(6.09)"
="14._at # 短大・高専・専門",="0.540",="(9.35)"
="14._at # 四大以上",="0.841",="(17.19)"
="15._at # 本人学歴（ref:中学・高校）",="0.360",="(5.81)"
="15._at # 短大・高専・専門",="0.530",="(8.33)"
="15._at # 四大以上",="0.850",="(16.88)"
="16._at # 本人学歴（ref:中学・高校）",="0.369",="(5.36)"
="16._at # 短大・高専・専門",="0.509",="(7.02)"
="16._at # 四大以上",="0.856",="(16.47)"
="17._at # 本人学歴（ref:中学・高校）",="0.372",="(4.74)"
="17._at # 短大・高専・専門",="0.477",="(5.58)"
="17._at # 四大以上",="0.862",="(15.66)"
="18._at # 本人学歴（ref:中学・高校）",="0.367",="(4.03)"
="18._at # 短大・高専・専門",="0.435",="(4.26)"
="18._at # 四大以上",="0.865",="(14.28)"
="19._at # 本人学歴（ref:中学・高校）",="0.355",="(3.32)"
="19._at # 短大・高専・専門",="0.382",="(3.18)"
="19._at # 四大以上",="0.867",="(12.44)"
="20._at # 本人学歴（ref:中学・高校）",="0.335",="(2.69)"
="20._at # 短大・高専・専門",="0.322",="(2.36)"
="20._at # 四大以上",="0.866",="(10.42)"
="21._at # 本人学歴（ref:中学・高校）",="0.309",="(2.16)"
="21._at # 短大・高専・専門",="0.257",="(1.76)"
="21._at # 四大以上",="0.862",="(8.44)"
="22._at # 本人学歴（ref:中学・高校）",="0.278",="(1.73)"
="22._at # 短大・高専・専門",="0.192",="(1.34)"
="22._at # 四大以上",="0.855",="(6.62)"
="23._at # 本人学歴（ref:中学・高校）",="0.242",="(1.39)"
="23._at # 短大・高専・専門",="0.134",="(1.04)"
="23._at # 四大以上",="0.841",="(5.01)"
="24._at # 本人学歴（ref:中学・高校）",="0.204",="(1.13)"
="24._at # 短大・高専・専門",="0.0865",="(0.82)"
="24._at # 四大以上",="0.820",="(3.67)"
="25._at # 本人学歴（ref:中学・高校）",="0.166",="(0.93)"
="25._at # 短大・高専・専門",="0.0514",="(0.67)"
="25._at # 四大以上",="0.790",="(2.60)"
="Observations",="662",=""
="R-squared",="",=""
="t statistics in parentheses"
