="",="(1)",=""
="",="marevm",=""
="1._at # 本人学歴（ref:中学・高校）",="0.0916",="(1.89)"
="1._at # 短大・高専・専門",="0.557",="(3.02)"
="1._at # 四大以上",="0.957",="(8.67)"
="2._at # 本人学歴（ref:中学・高校）",="0.110",="(2.38)"
="2._at # 短大・高専・専門",="0.554",="(3.65)"
="2._at # 四大以上",="0.952",="(9.08)"
="3._at # 本人学歴（ref:中学・高校）",="0.129",="(3.06)"
="3._at # 短大・高専・専門",="0.551",="(4.48)"
="3._at # 四大以上",="0.945",="(9.67)"
="4._at # 本人学歴（ref:中学・高校）",="0.150",="(4.02)"
="4._at # 短大・高専・専門",="0.548",="(5.61)"
="4._at # 四大以上",="0.939",="(10.49)"
="5._at # 本人学歴（ref:中学・高校）",="0.171",="(5.31)"
="5._at # 短大・高専・専門",="0.544",="(7.19)"
="5._at # 四大以上",="0.931",="(11.63)"
="6._at # 本人学歴（ref:中学・高校）",="0.193",="(6.87)"
="6._at # 短大・高専・専門",="0.539",="(9.37)"
="6._at # 四大以上",="0.922",="(13.22)"
="7._at # 本人学歴（ref:中学・高校）",="0.214",="(8.20)"
="7._at # 短大・高専・専門",="0.535",="(12.12)"
="7._at # 四大以上",="0.912",="(15.41)"
="8._at # 本人学歴（ref:中学・高校）",="0.234",="(8.71)"
="8._at # 短大・高専・専門",="0.530",="(14.58)"
="8._at # 四大以上",="0.899",="(18.12)"
="9._at # 本人学歴（ref:中学・高校）",="0.255",="(8.48)"
="9._at # 短大・高専・専門",="0.525",="(15.17)"
="9._at # 四大以上",="0.882",="(20.34)"
="10._at # 本人学歴（ref:中学・高校）",="0.277",="(8.04)"
="10._at # 短大・高専・専門",="0.521",="(13.96)"
="10._at # 四大以上",="0.859",="(20.00)"
="11._at # 本人学歴（ref:中学・高校）",="0.302",="(7.69)"
="11._at # 短大・高専・専門",="0.517",="(12.32)"
="11._at # 四大以上",="0.828",="(17.02)"
="12._at # 本人学歴（ref:中学・高校）",="0.330",="(7.49)"
="12._at # 短大・高専・専門",="0.513",="(10.93)"
="12._at # 四大以上",="0.791",="(13.31)"
="13._at # 本人学歴（ref:中学・高校）",="0.362",="(7.36)"
="13._at # 短大・高専・専門",="0.510",="(9.88)"
="13._at # 四大以上",="0.752",="(10.30)"
="14._at # 本人学歴（ref:中学・高校）",="0.398",="(7.21)"
="14._at # 短大・高専・専門",="0.508",="(9.09)"
="14._at # 四大以上",="0.717",="(8.40)"
="15._at # 本人学歴（ref:中学・高校）",="0.438",="(7.02)"
="15._at # 短大・高専・専門",="0.506",="(8.43)"
="15._at # 四大以上",="0.692",="(7.29)"
="16._at # 本人学歴（ref:中学・高校）",="0.480",="(6.79)"
="16._at # 短大・高専・専門",="0.506",="(7.82)"
="16._at # 四大以上",="0.678",="(6.50)"
="17._at # 本人学歴（ref:中学・高校）",="0.522",="(6.56)"
="17._at # 短大・高専・専門",="0.506",="(7.19)"
="17._at # 四大以上",="0.673",="(5.83)"
="18._at # 本人学歴（ref:中学・高校）",="0.562",="(6.29)"
="18._at # 短大・高専・専門",="0.508",="(6.49)"
="18._at # 四大以上",="0.671",="(5.31)"
="19._at # 本人学歴（ref:中学・高校）",="0.598",="(5.94)"
="19._at # 短大・高専・専門",="0.511",="(5.76)"
="19._at # 四大以上",="0.666",="(4.88)"
="20._at # 本人学歴（ref:中学・高校）",="0.631",="(5.52)"
="20._at # 短大・高専・専門",="0.515",="(5.04)"
="20._at # 四大以上",="0.655",="(4.27)"
="21._at # 本人学歴（ref:中学・高校）",="0.659",="(5.06)"
="21._at # 短大・高専・専門",="0.521",="(4.37)"
="21._at # 四大以上",="0.637",="(3.47)"
="22._at # 本人学歴（ref:中学・高校）",="0.682",="(4.63)"
="22._at # 短大・高専・専門",="0.527",="(3.78)"
="22._at # 四大以上",="0.612",="(2.68)"
="23._at # 本人学歴（ref:中学・高校）",="0.703",="(4.23)"
="23._at # 短大・高専・専門",="0.535",="(3.29)"
="23._at # 四大以上",="0.584",="(2.05)"
="24._at # 本人学歴（ref:中学・高校）",="0.721",="(3.88)"
="24._at # 短大・高専・専門",="0.543",="(2.88)"
="24._at # 四大以上",="0.554",="(1.58)"
="25._at # 本人学歴（ref:中学・高校）",="0.737",="(3.57)"
="25._at # 短大・高専・専門",="0.553",="(2.54)"
="25._at # 四大以上",="0.524",="(1.23)"
="Observations",="668",=""
="R-squared",="",=""
="t statistics in parentheses"
